id,text,true_label,predicted_binary_label,error_type,prob_valid,prob_hoax,confidence,served_label,abstained,text_source,evidence_source,evidence_url,topic,text_length
afp-C7HQ8T8,Rahasia di Balik Fenomena El Nino dan Pengaruh Gelombang Frekuensi pada Cuaca!,hoax,hoax,correct,0.015483011492,0.984516918659,0.984516918659,meragukan,1,claim,AFP Fact Check Indonesia,https://periksafakta.afp.com/doc.afp.com.C7HQ8T8,politik,78
afp-C7QM7CW,"Suara dentuman keras! Anak Krakatau kembali bikin warga geger,",hoax,hoax,correct,0.000961948594,0.999038100243,0.999038100243,hoax,0,claim,AFP Fact Check Indonesia,https://periksafakta.afp.com/doc.afp.com.C7QM7CW,teknologi,62
afp-C7RB2CQ,"Mengingat abu vulkanik Krakatao sudah mulai mengarah ke provinsi Lampung, jangan lupa pakai masker ketika harus beraktivitas keluar rumah,",hoax,hoax,correct,0.224408015609,0.775592029095,0.775592029095,meragukan,1,claim,AFP Fact Check Indonesia,https://periksafakta.afp.com/doc.afp.com.C7RB2CQ,bencana_cuaca,138
afp-C7VL29F,"Percaya ataut idak percaya, suka atau tidak suka, tempat-tempat ibadah atau pun rumah sekolah yang beragama Islam banyak yang selamat dari banjir Nepal,",hoax,valid,false_negative,0.793544352055,0.206455633044,0.793544352055,meragukan,1,claim,AFP Fact Check Indonesia,https://periksafakta.afp.com/doc.afp.com.C7VL29F,bencana_cuaca,152
bank_indonesia-sp_2817126,"Karya Kreatif Indonesia 2026: Olah Limbah, Ciptakan Nilai Tambah.",valid,hoax,false_positive,0.002150532790,0.997849464417,0.997849464417,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817126.aspx,ekonomi,65
bank_indonesia-sp_2817226,"Karya Kreatif Indonesia 2026: UMKM Indonesia Makin Berdaya, Makin Mendunia.",valid,hoax,false_positive,0.008057226427,0.991942763329,0.991942763329,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817226.aspx,teknologi,75
bank_indonesia-sp_2817326,Sinergi Kebijakan Lintas Negara Kunci Jaga Stabilitas di Tengah Disrupsi Teknologi.,valid,hoax,false_positive,0.003690739395,0.996309220791,0.996309220791,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817326.aspx,ekonomi,83
bank_indonesia-sp_2817426,Bantuan Kemanusiaan Bank Indonesia Bagi Korban Gempa Bumi Nusa Tenggara Timur.,valid,hoax,false_positive,0.002377291210,0.997622668743,0.997622668743,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817426.aspx,ekonomi,78
bank_indonesia-sp_2817526,Bank Indonesia dan the Monetary Authority of Singapore Implementasikan Penggunaan Mata Uang Lokal dalam Transaksi Bilateral.,valid,hoax,false_positive,0.003470898606,0.996529161930,0.996529161930,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817526.aspx,ekonomi,124
bank_indonesia-sp_2817626,IHK Agustus 2026 Tetap Terjaga.,valid,hoax,false_positive,0.006406603847,0.993593394756,0.993593394756,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817626.aspx,ekonomi,31
bank_indonesia-sp_2817726,Neraca Perdagangan Juli 2026 Mencatat Surplus.,valid,hoax,false_positive,0.046674501151,0.953325569630,0.953325569630,meragukan,1,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817726.aspx,ekonomi,46
bank_indonesia-sp_2817826,Pelantikan Anggota Dewan Gubernur Bank Indonesia.,valid,hoax,false_positive,0.005077921320,0.994922101498,0.994922101498,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817826.aspx,ekonomi,49
bank_indonesia-sp_2817926,G20 Dorong Penguatan Stabilitas Ekonomi untuk Dorong Investasi dan Pertumbuhan Dunia Usaha.,valid,hoax,false_positive,0.009729523212,0.990270495415,0.990270495415,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817926.aspx,ekonomi,91
bank_indonesia-sp_2818026,Sinergi Merah Putih Jadi Kunci Optimalisasi Likuiditas Untuk Intermediasi.,valid,hoax,false_positive,0.002542284783,0.997457683086,0.997457683086,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818026.aspx,ekonomi,74
bank_indonesia-sp_2818126,Cadangan Devisa Agustus 2026 Tetap Terjaga.,valid,hoax,false_positive,0.007179954089,0.992820084095,0.992820084095,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818126.aspx,ekonomi,43
bank_indonesia-sp_2818226,"Uang Primer Adjusted Agustus 2026 Tumbuh 16,3% (yoy).",valid,hoax,false_positive,0.271532744169,0.728467285633,0.728467285633,meragukan,1,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818226.aspx,ekonomi,53
bank_indonesia-sp_2818326,Survei Konsumen Agustus 2026: Keyakinan Konsumen Meningkat.,valid,hoax,false_positive,0.002695510862,0.997304439545,0.997304439545,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818326.aspx,ekonomi,59
bank_indonesia-sp_2818426,Survei Penjualan Eceran Agustus 2026: Penjualan Eceran Diprakirakan Tetap Tumbuh.,valid,hoax,false_positive,0.002434984315,0.997565031052,0.997565031052,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818426.aspx,teknologi,81
bank_indonesia-sp_2818526,Posisi Kewajiban Neto Investasi Internasional Indonesia Triwulan II 2026 Menurun.,valid,hoax,false_positive,0.006275386550,0.993724644184,0.993724644184,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818526.aspx,lainnya,81
bank_indonesia-sp_2818626,BRICS Perkuat Penggunaan Mata Uang Lokal untuk Hadapi Ketidakpastian Ekonomi Global.,valid,hoax,false_positive,0.001536834519,0.998463153839,0.998463153839,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818626.aspx,ekonomi,84
bank_indonesia-sp_2818726,"Kajian Stabilitas Keuangan 47: Menjaga Resiliensi Sistem Keuangan, Memperkuat Momentum Pertumbuhan Ekonomi.",valid,hoax,false_positive,0.007914820686,0.992085158825,0.992085158825,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818726.aspx,ekonomi,107
bank_indonesia-sp_2818826,Utang Luar Negeri Indonesia Juli 2026 Tetap Terjaga.,valid,hoax,false_positive,0.003455223981,0.996544778347,0.996544778347,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818826.aspx,ekonomi,52
bank_indonesia-sp_2818926,Gubernur BI Lantik Pemimpin Satuan Kerja Bank Indonesia.,valid,hoax,false_positive,0.001715566497,0.998284399509,0.998284399509,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818926.aspx,ekonomi,56
bank_indonesia-sp_2819026,"Perkuat Kepercayaan di Era Digital, Bank Indonesia Dorong Kolaborasi Lintas Negara.",valid,hoax,false_positive,0.002228622790,0.997771382332,0.997771382332,hoax,0,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2819026.aspx,ekonomi,83
bmkg-bmkg-dan-bakamla-ri-berkolaborasi-dalam-mendukung-keselamatan-dan-keamanan-maritim,BMKG dan Bakamla RI Berkolaborasi Dalam Mendukung Keselamatan dan Keamanan Maritim.,valid,hoax,false_positive,0.001258533332,0.998741447926,0.998741447926,hoax,0,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/bmkg-dan-bakamla-ri-berkolaborasi-dalam-mendukung-keselamatan-dan-keamanan-maritim,bencana_cuaca,83
bmkg-bmkg-bengkulu-rakor-karhutla-perkuat-early-warning-dan-pencegahan-dini,"Hadiri Rakor Pengendalian Karhutla, BMKG Bengkulu Dorong Langkah Mitigasi dan Pencegahan Dini Karhutla.",valid,hoax,false_positive,0.002817678032,0.997182369232,0.997182369232,hoax,0,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/daerah/bmkg-bengkulu-rakor-karhutla-perkuat-early-warning-dan-pencegahan-dini,bencana_cuaca,103
bmkg-bmkg-gelar-pengukuhan-dewan-pengurus-korpri-bmkg-masa-bakti-2023-2028,BMKG Gelar Pengukuhan Dewan Pengurus KORPRI BMKG Masa Bakti 2023-2028.,valid,hoax,false_positive,0.002967068693,0.997032880783,0.997032880783,hoax,0,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/bmkg-gelar-pengukuhan-dewan-pengurus-korpri-bmkg-masa-bakti-2023-2028,bencana_cuaca,70
bmkg-bmkg-hadiri-rdp-komisi-v-dpr-ri-bahas-evaluasi-dan-penyesuaian-anggaran-2026-serta-penetapan-rka-k-l-2027,"BMKG Hadiri RDP Komisi V DPR RI, Bahas Evaluasi dan Penyesuaian Anggaran 2026 serta Penetapan RKA K/L 2027.",valid,hoax,false_positive,0.001247862121,0.998752117157,0.998752117157,hoax,0,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/bmkg-hadiri-rdp-komisi-v-dpr-ri-bahas-evaluasi-dan-penyesuaian-anggaran-2026-serta-penetapan-rka-k-l-2027,politik,107
bmkg-forum-konsultasi-publik-ptsp-bmkg-wujudkan-kemudahan-layanan-dan-tata-kelola-pnbp,"Forum Konsultasi Publik PTSP BMKG, Wujudkan Kemudahan Layanan dan Tata Kelola PNBP.",valid,hoax,false_positive,0.001048448379,0.998951554298,0.998951554298,hoax,0,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/kegiatan/forum-konsultasi-publik-ptsp-bmkg-wujudkan-kemudahan-layanan-dan-tata-kelola-pnbp,bencana_cuaca,83
bmkg-lantik-pejabat-pimpinan-tinggi-pratama-bmkg-tekankan-integritas-dan-kinerja-nyata,"Lantik Pejabat Pimpinan Tinggi Pratama, BMKG Tekankan Integritas dan Kinerja Nyata.",valid,hoax,false_positive,0.004253128543,0.995746910572,0.995746910572,hoax,0,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/lantik-pejabat-pimpinan-tinggi-pratama-bmkg-tekankan-integritas-dan-kinerja-nyata,bencana_cuaca,83
bmkg-bmkg-dan-pemkab-natuna-perkuat-observasi-maritim-untuk-dukung-keselamatan-di-wilayah-perbatasan,BMKG dan Pemkab Natuna Perkuat Observasi Maritim untuk Dukung Keselamatan di Wilayah Perbatasan.,valid,hoax,false_positive,0.001001600293,0.998998463154,0.998998463154,hoax,0,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/bmkg-dan-pemkab-natuna-perkuat-observasi-maritim-untuk-dukung-keselamatan-di-wilayah-perbatasan,politik,96
bmkg-siswa-smak-penabur-gading-serpong-matangkan-persiapan-osn-kebumian-di-bmkg,Siswa SMAK Penabur Gading Serpong Matangkan Persiapan OSN Kebumian di BMKG.,valid,hoax,false_positive,0.003494485281,0.996505498886,0.996505498886,hoax,0,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/kegiatan/siswa-smak-penabur-gading-serpong-matangkan-persiapan-osn-kebumian-di-bmkg,bencana_cuaca,75
